local_time (s),Time of week (s),Latitude (deg),Longitude (deg),Ellipsoidal height (m),Vel N (m/s),Vel E (m/s),Vel D (m/s),Attitude quaternion-Scalar,Attitude quaternion-X,Attitude quaternion-Y,Attitude quaternion-Z,Accel_X (m/s^2),Accel_Y (m/s^2),Accel_Z (m/s^2),Gyro_X (deg/s),Gyro_Y (deg/s),Gyro_Z (deg/s),Position RMS-N (m),Position RMS-E (m),Position RMS-D (m),Velocity RMS-N (m/s),Velocity RMS-E (m/s),Velocity RMS-D (m/s),Attitude RMS-N (deg),Attitude RMS-E (deg),Attitude RMS-D (deg),GPS week,Alignment status
1569227242.679258,116860.67397067,31.50809573,120.40144780,12.6464,-0.0756,0.0400,-0.0215,0.9309,0.0045,0.0038,-0.3653,-0.0936,-0.0621,-0.1184,0.0540,0.4848,-0.0570,0.1000,0.0678,0.0735,0.0526,0.0439,0.0397,0.2308,0.2276,5.3342,2072,2
1569227242.687499,116860.68398667,31.50809573,120.40144781,12.6466,-0.0755,0.0393,-0.0235,0.9309,0.0045,0.0038,-0.3653,0.0602,-0.0424,-0.1919,0.0430,0.0612,0.0033,0.1004,0.0682,0.0739,0.0527,0.0440,0.0397,0.2309,0.2277,5.3346,2072,2
1569227242.700034,116860.69396000,31.50809572,120.40144781,12.6468,-0.0743,0.0388,-0.0226,0.9309,0.0045,0.0038,-0.3653,0.1246,0.0495,0.0873,-0.0367,-0.3725,-0.0014,0.1009,0.0686,0.0742,0.0528,0.0441,0.0398,0.2309,0.2277,5.3349,2072,2
1569227242.709295,116860.70397600,31.50809571,120.40144781,12.6470,-0.0738,0.0389,-0.0206,0.9309,0.0045,0.0038,-0.3653,0.0272,0.0455,0.2026,-0.0236,-0.1457,-0.1034,0.1014,0.0690,0.0746,0.0530,0.0443,0.0399,0.2310,0.2278,5.3353,2072,2
1569227242.718425,116860.71398133,31.50809571,120.40144782,12.6472,-0.0749,0.0395,-0.0208,0.9309,0.0045,0.0038,-0.3653,-0.1154,-0.0243,-0.0234,0.0064,0.1097,-0.0953,0.1018,0.0694,0.0750,0.0531,0.0444,0.0400,0.2310,0.2278,5.3357,2072,2
1569227242.728721,116860.72399733,31.50809570,120.40144782,12.6474,-0.0756,0.0399,-0.0231,0.9309,0.0045,0.0038,-0.3653,-0.0738,-0.0163,-0.2342,0.0392,-0.0184,-0.0397,0.1023,0.0698,0.0754,0.0532,0.0445,0.0401,0.2311,0.2279,5.3361,2072,2
1569227242.740384,116860.73397067,31.50809569,120.40144783,12.6477,-0.0747,0.0400,-0.0233,0.9309,0.0045,0.0037,-0.3653,0.0637,0.0770,-0.0184,0.0040,-0.2838,-0.0564,0.1028,0.0702,0.0757,0.0534,0.0446,0.0402,0.2311,0.2279,5.3365,2072,2
1569227242.749298,116860.74398667,31.50809569,120.40144783,12.6479,-0.0740,0.0398,-0.0214,0.9309,0.0045,0.0037,-0.3653,0.0675,0.0394,0.1927,-0.0446,-0.0551,0.0356,0.1033,0.0707,0.0761,0.0535,0.0447,0.0402,0.2312,0.2280,5.3368,2072,2
1569227242.758345,116860.75399200,31.50809568,120.40144784,12.6481,-0.0747,0.0396,-0.0208,0.9309,0.0045,0.0038,-0.3653,-0.0380,-0.0610,0.0583,0.0226,0.4494,-0.0351,0.1037,0.0711,0.0765,0.0537,0.0449,0.0403,0.2312,0.2281,5.3372,2072,2
1569227242.767092,116860.76397600,31.50809567,120.40144784,12.6483,-0.0754,0.0396,-0.0225,0.9309,0.0045,0.0038,-0.3653,-0.0486,-0.0470,-0.1659,-0.0197,0.4613,-0.0485,0.1042,0.0715,0.0769,0.0538,0.0450,0.0404,0.2313,0.2281,5.3376,2072,2
1569227242.779775,116860.77398133,31.50809567,120.40144784,12.6486,-0.0747,0.0394,-0.0233,0.9309,0.0045,0.0038,-0.3653,0.0793,0.0394,-0.0780,-0.0377,-0.1072,-0.0351,0.1047,0.0719,0.0772,0.0539,0.0451,0.0405,0.2313,0.2282,5.3380,2072,2
1569227242.788735,116860.78398667,31.50809566,120.40144785,12.6488,-0.0733,0.0395,-0.0217,0.9309,0.0045,0.0038,-0.3653,0.0880,0.1068,0.1587,-0.0960,-0.4061,-0.0113,0.1052,0.0723,0.0776,0.0541,0.0452,0.0406,0.2314,0.2282,5.3383,2072,2
1569227242.797441,116860.79397067,31.50809565,120.40144785,12.6490,-0.0737,0.0400,-0.0205,0.9309,0.0045,0.0038,-0.3654,-0.0515,0.0160,0.1130,0.0566,-0.1627,-0.0142,0.1056,0.0727,0.0780,0.0542,0.0454,0.0406,0.2314,0.2283,5.3387,2072,2
1569227242.810269,116860.80397600,31.50809565,120.40144786,12.6492,-0.0756,0.0398,-0.0219,0.9308,0.0045,0.0038,-0.3654,-0.1237,-0.1431,-0.1388,0.0749,0.1279,-0.0935,0.1061,0.0731,0.0784,0.0543,0.0455,0.0407,0.2315,0.2284,5.3391,2072,2
1569227242.821160,116860.81399200,31.50809564,120.40144786,12.6494,-0.0762,0.0392,-0.0234,0.9308,0.0045,0.0038,-0.3654,-0.0036,-0.0800,-0.1479,0.0475,-0.0556,-0.0254,0.1066,0.0735,0.0787,0.0545,0.0456,0.0408,0.2315,0.2284,5.3395,2072,2
1569227242.828068,116860.82396533,31.50809563,120.40144786,12.6496,-0.0753,0.0393,-0.0224,0.9308,0.0045,0.0038,-0.3654,0.0601,0.0765,0.1035,-0.0988,-0.1938,-0.0042,0.1071,0.0740,0.0791,0.0546,0.0457,0.0409,0.2316,0.2285,5.3399,2072,2
1569227242.837611,116860.83398133,31.50809563,120.40144787,12.6499,-0.0748,0.0399,-0.0209,0.9308,0.0045,0.0038,-0.3654,0.0038,0.0835,0.1474,-0.0647,0.2188,-0.0839,0.1076,0.0744,0.0795,0.0547,0.0458,0.0410,0.2317,0.2285,5.3402,2072,2
1569227242.850060,116860.84398667,31.50809562,120.40144787,12.6501,-0.0755,0.0403,-0.0216,0.9308,0.0045,0.0038,-0.3654,-0.0744,-0.0108,-0.0701,0.0525,0.4891,-0.0538,0.1081,0.0748,0.0799,0.0549,0.0460,0.0410,0.2317,0.2286,5.3406,2072,2
1569227242.859154,116860.85397067,31.50809561,120.40144788,12.6503,-0.0758,0.0396,-0.0232,0.9308,0.0045,0.0038,-0.3654,0.0340,-0.0720,-0.1609,0.0403,0.1706,0.0360,0.1086,0.0752,0.0802,0.0550,0.0461,0.0411,0.2318,0.2286,5.3410,2072,2
1569227242.868240,116860.86397600,31.50809561,120.40144788,12.6505,-0.0748,0.0389,-0.0228,0.9308,0.0045,0.0038,-0.3654,0.1274,0.0220,0.0481,-0.0017,-0.3155,-0.0126,0.1090,0.0756,0.0806,0.0552,0.0462,0.0412,0.2318,0.2287,5.3414,2072,2
1569227242.876806,116860.87399200,31.50809560,120.40144788,12.6507,-0.0742,0.0391,-0.0207,0.9308,0.0045,0.0038,-0.3654,0.0259,0.0655,0.2078,-0.0635,-0.2404,-0.0992,0.1095,0.0761,0.0810,0.0553,0.0463,0.0413,0.2319,0.2288,5.3418,2072,2
1569227242.889825,116860.88399733,31.50809559,120.40144789,12.6509,-0.0752,0.0396,-0.0206,0.9308,0.0045,0.0038,-0.3654,-0.1044,-0.0292,0.0041,0.0790,0.0071,-0.1378,0.1100,0.0765,0.0814,0.0554,0.0465,0.0414,0.2319,0.2288,5.3421,2072,2
1569227242.898555,116860.89398133,31.50809559,120.40144789,12.6512,-0.0762,0.0398,-0.0228,0.9308,0.0045,0.0038,-0.3654,-0.0819,-0.0510,-0.2198,0.1081,-0.0062,-0.0687,0.1105,0.0769,0.0818,0.0556,0.0466,0.0415,0.2320,0.2289,5.3425,2072,2
1569227242.908104,116860.90398667,31.50809558,120.40144790,12.6514,-0.0759,0.0398,-0.0234,0.9308,0.0045,0.0038,-0.3654,0.0307,0.0261,-0.0620,0.0177,-0.2597,-0.0291,0.1110,0.0773,0.0822,0.0557,0.0467,0.0415,0.2320,0.2289,5.3429,2072,2
1569227242.916892,116860.91399200,31.50809557,120.40144790,12.6516,-0.0754,0.0397,-0.0216,0.9308,0.0045,0.0037,-0.3654,0.0451,0.0372,0.1844,-0.0392,-0.1514,-0.0163,0.1115,0.0778,0.0825,0.0558,0.0468,0.0416,0.2321,0.2290,5.3433,2072,2
1569227242.929832,116860.92397600,31.50809557,120.40144791,12.6518,-0.0760,0.0398,-0.0205,0.9308,0.0045,0.0038,-0.3654,-0.0524,-0.0347,0.1103,0.0018,0.4024,-0.0394,0.1120,0.0782,0.0829,0.0560,0.0470,0.0417,0.2321,0.2291,5.3436,2072,2
1569227242.938390,116860.93398133,31.50809556,120.40144791,12.6520,-0.0772,0.0392,-0.0220,0.9308,0.0045,0.0038,-0.3654,-0.0420,-0.1174,-0.1531,0.0265,0.5266,-0.0181,0.1125,0.0786,0.0833,0.0561,0.0471,0.0418,0.2322,0.2291,5.3440,2072,2
1569227242.948210,116860.94399733,31.50809555,120.40144791,12.6522,-0.0766,0.0387,-0.0233,0.9308,0.0045,0.0038,-0.3654,0.0912,0.0040,-0.1261,-0.0751,-0.0227,0.0340,0.1130,0.0790,0.0837,0.0563,0.0472,0.0419,0.2323,0.2292,5.3444,2072,2
1569227242.960570,116860.95397067,31.50809555,120.40144792,12.6525,-0.0749,0.0386,-0.0221,0.9308,0.0045,0.0038,-0.3654,0.1277,0.1148,0.1244,-0.0873,-0.4294,-0.0313,0.1135,0.0795,0.0841,0.0564,0.0473,0.0419,0.2323,0.2292,5.3448,2072,2
1569227242.969404,116860.96398667,31.50809554,120.40144792,12.6527,-0.0748,0.0391,-0.0204,0.9308,0.0045,0.0038,-0.3654,-0.0202,0.0504,0.1693,-0.0073,-0.1334,-0.0425,0.1140,0.0799,0.0845,0.0565,0.0475,0.0420,0.2324,0.2293,5.3452,2072,2
1569227242.979130,116860.97399200,31.50809553,120.40144793,12.6529,-0.0764,0.0391,-0.0214,0.9308,0.0045,0.0038,-0.3654,-0.1143,-0.1061,-0.1042,0.0418,0.0600,-0.1036,0.1145,0.0803,0.0849,0.0567,0.0476,0.0421,0.2324,0.2294,5.3455,2072,2
1569227242.987077,116860.98397600,31.50809553,120.40144793,12.6531,-0.0773,0.0384,-0.0234,0.9308,0.0045,0.0038,-0.3654,-0.0124,-0.1042,-0.1973,-0.0291,-0.1349,-0.1038,0.1150,0.0808,0.0853,0.0568,0.0477,0.0422,0.2325,0.2294,5.3459,2072,2
1569227243.000354,116860.99398133,31.50809552,120.40144793,12.6533,-0.0763,0.0384,-0.0227,0.9308,0.0044,0.0037,-0.3654,0.0821,0.0779,0.0664,-0.0894,-0.2648,-0.0582,0.1155,0.0812,0.0857,0.0570,0.0479,0.0423,0.2325,0.2295,5.3463,2072,2
1569227243.009129,116861.00398667,31.50809551,120.40144794,12.6536,-0.0754,0.0387,-0.0210,0.9308,0.0044,0.0038,-0.3654,0.0419,0.0862,0.1758,-0.0900,0.1535,-0.0806,0.1161,0.0817,0.0860,0.0571,0.0480,0.0424,0.2326,0.2295,5.3467,2072,2
1569227243.018099,116861.01400267,31.50809551,120.40144794,12.6538,-0.0762,0.0389,-0.0211,0.9308,0.0045,0.0038,-0.3654,-0.0588,-0.0348,-0.0135,0.0059,0.5444,-0.0493,0.1166,0.0821,0.0864,0.0572,0.0481,0.0424,0.2326,0.2296,5.3471,2072,2
1569227243.023565,116861.02398667,31.50809550,120.40144795,12.6540,-0.0767,0.0383,-0.0233,0.9308,0.0045,0.0038,-0.3654,0.0021,-0.0689,-0.2179,0.0514,0.2622,-0.0399,0.1171,0.0825,0.0868,0.0574,0.0482,0.0425,0.2327,0.2297,5.3474,2072,2
1569227243.032230,116861.03400267,31.50809549,120.40144795,12.6542,-0.0755,0.0378,-0.0233,0.9308,0.0045,0.0038,-0.3654,0.1317,0.0451,0.0017,-0.1073,-0.2851,0.0085,0.1176,0.0830,0.0872,0.0575,0.0484,0.0426,0.2328,0.2297,5.3478,2072,2
1569227243.047400,116861.04400800,31.50809549,120.40144795,12.6544,-0.0744,0.0377,-0.0212,0.9308,0.0044,0.0038,-0.3654,0.0927,0.0746,0.2142,0.0087,-0.3096,-0.0702,0.1181,0.0834,0.0876,0.0577,0.0485,0.0427,0.2328,0.2298,5.3482,2072,2
1569227243.054806,116861.05398133,31.50809548,120.40144796,12.6546,-0.0751,0.0381,-0.0205,0.9308,0.0044,0.0038,-0.3655,-0.0737,-0.0111,0.0653,0.0279,0.0428,-0.0904,0.1186,0.0839,0.0880,0.0578,0.0486,0.0428,0.2329,0.2298,5.3486,2072,2
1569227243.063538,116861.06399733,31.50809547,120.40144796,12.6549,-0.0764,0.0385,-0.0227,0.9308,0.0045,0.0038,-0.3655,-0.1229,-0.0500,-0.2162,0.0394,-0.0250,-0.0403,0.1192,0.0843,0.0884,0.0580,0.0488,0.0429,0.2329,0.2299,5.3489,2072,2
1569227243.077059,116861.07400267,31.50809546,120.40144797,12.6551,-0.0760,0.0386,-0.0234,0.9308,0.0044,0.0038,-0.3655,0.0303,0.0384,-0.0692,-0.0136,-0.3232,-0.0268,0.1197,0.0848,0.0888,0.0581,0.0489,0.0429,0.2330,0.2300,5.3493,2072,2
1569227243.088039,116861.08398667,31.50809546,120.40144797,12.6553,-0.0749,0.0385,-0.0216,0.9308,0.0044,0.0037,-0.3655,0.0889,0.0737,0.1750,-0.0535,-0.2587,0.0091,0.1202,0.0852,0.0892,0.0582,0.0490,0.0430,0.2330,0.2300,5.3497,2072,2
1569227243.096914,116861.09399200,31.50809545,120.40144797,12.6555,-0.0754,0.0385,-0.0204,0.9308,0.0044,0.0038,-0.3655,-0.0307,-0.0221,0.1201,-0.0556,0.3312,-0.0533,0.1207,0.0857,0.0896,0.0584,0.0491,0.0431,0.2331,0.2301,5.3501,2072,2
1569227243.108309,116861.10400800,31.50809544,120.40144798,12.6557,-0.0768,0.0385,-0.0218,0.9308,0.0045,0.0038,-0.3655,-0.0948,-0.0910,-0.1374,0.0155,0.5122,-0.0145,0.1213,0.0861,0.0900,0.0585,0.0493,0.0432,0.2331,0.2301,5.3505,2072,2
1569227243.120331,116861.11398133,31.50809544,120.40144798,12.6559,-0.0763,0.0387,-0.0228,0.9308,0.0044,0.0038,-0.3655,0.0274,0.0456,-0.1011,-0.0133,-0.0164,-0.0073,0.1218,0.0866,0.0904,0.0587,0.0494,0.0433,0.2332,0.2302,5.3508,2072,2
1569227243.128194,116861.12398667,31.50809543,120.40144799,12.6562,-0.0744,0.0386,-0.0215,0.9308,0.0044,0.0038,-0.3655,0.1495,0.1347,0.1331,-0.0820,-0.4284,-0.1094,0.1223,0.0870,0.0908,0.0588,0.0495,0.0433,0.2333,0.2303,5.3512,2072,2
1569227243.138152,116861.13400267,31.50809542,120.40144799,12.6564,-0.0739,0.0386,-0.0199,0.9308,0.0044,0.0038,-0.3655,0.0415,0.0382,0.1619,-0.0049,-0.1503,-0.1573,0.1228,0.0875,0.0912,0.0590,0.0497,0.0434,0.2333,0.2303,5.3516,2072,2
1569227243.142500,116861.14397600,31.50809542,120.40144799,12.6566,-0.0758,0.0384,-0.0211,0.9308,0.0044,0.0038,-0.3655,-0.1202,-0.1344,-0.1193,0.0905,0.1040,-0.1049,0.1234,0.0879,0.0916,0.0591,0.0498,0.0435,0.2334,0.2304,5.3520,2072,2
1569227243.158414,116861.15396000,31.50809541,120.40144800,12.6568,-0.0769,0.0382,-0.0229,0.9308,0.0044,0.0038,-0.3655,-0.0571,-0.0816,-0.1823,0.0588,-0.1037,-0.0194,0.1239,0.0884,0.0920,0.0593,0.0499,0.0436,0.2334,0.2304,5.3524,2072,2
1569227243.167076,116861.16396533,31.50809540,120.40144800,12.6570,-0.0757,0.0381,-0.0219,0.9308,0.0044,0.0037,-0.3655,0.0946,0.0765,0.0984,-0.1177,-0.2712,-0.0307,0.1244,0.0888,0.0924,0.0594,0.0501,0.0437,0.2335,0.2305,5.3527,2072,2
1569227243.181170,116861.17398133,31.50809540,120.40144801,12.6572,-0.0749,0.0383,-0.0200,0.9308,0.0044,0.0038,-0.3655,0.0557,0.0802,0.1863,-0.1045,0.1904,-0.0313,0.1250,0.0893,0.0928,0.0595,0.0502,0.0438,0.2335,0.2306,5.3531,2072,2
1569227243.188789,116861.18395467,31.50809539,120.40144801,12.6574,-0.0757,0.0383,-0.0207,0.9308,0.0044,0.0038,-0.3655,-0.0616,-0.0500,-0.0691,0.0074,0.4982,-0.1216,0.1255,0.0898,0.0932,0.0597,0.0503,0.0438,0.2336,0.2306,5.3535,2072,2
1569227243.198278,116861.19396000,31.50809538,120.40144801,12.6576,-0.0764,0.0385,-0.0226,0.9308,0.0044,0.0038,-0.3655,-0.0511,-0.0290,-0.1874,0.0785,0.2233,0.0309,0.1261,0.0902,0.0936,0.0598,0.0504,0.0439,0.2336,0.2307,5.3539,2072,2
1569227243.207088,116861.20397600,31.50809538,120.40144802,12.6579,-0.0754,0.0381,-0.0224,0.9308,0.0044,0.0038,-0.3655,0.1071,0.0496,0.0247,0.0378,-0.2314,-0.0363,0.1266,0.0907,0.0940,0.0600,0.0506,0.0440,0.2337,0.2307,5.3543,2072,2
1569227243.220109,116861.21394933,31.50809537,120.40144802,12.6581,-0.0742,0.0376,-0.0203,0.9308,0.0044,0.0038,-0.3655,0.1249,0.0524,0.2056,-0.0430,-0.2433,-0.0206,0.1271,0.0912,0.0944,0.0601,0.0507,0.0441,0.2338,0.2308,5.3546,2072,2
1569227243.228710,116861.22396533,31.50809536,120.40144803,12.6583,-0.0753,0.0376,-0.0205,0.9308,0.0044,0.0038,-0.3655,-0.0814,-0.0650,-0.0187,0.0003,0.0899,-0.0570,0.1277,0.0916,0.0948,0.0603,0.0508,0.0442,0.2338,0.2309,5.3550,2072,2
1569227243.233207,116861.23397067,31.50809536,120.40144803,12.6585,-0.0766,0.0384,-0.0228,0.9308,0.0044,0.0038,-0.3655,-0.1414,-0.0285,-0.2328,0.0553,0.0302,-0.0938,0.1282,0.0921,0.0952,0.0604,0.0510,0.0443,0.2339,0.2309,5.3554,2072,2
1569227243.255090,116861.24395467,31.50809535,120.40144803,12.6587,-0.0760,0.0391,-0.0231,0.9308,0.0044,0.0038,-0.3655,0.0068,0.0964,-0.0245,-0.0220,-0.3150,-0.0261,0.1288,0.0926,0.0957,0.0606,0.0511,0.0444,0.2339,0.2310,5.3558,2072,2
1569227243.259364,116861.25396000,31.50809534,120.40144804,12.6589,-0.0751,0.0388,-0.0211,0.9308,0.0044,0.0037,-0.3655,0.0902,0.0546,0.1945,0.0504,-0.1594,0.0388,0.1293,0.0930,0.0961,0.0607,0.0512,0.0444,0.2340,0.2310,5.3562,2072,2
1569227243.268353,116861.26396533,31.50809534,120.40144804,12.6591,-0.0757,0.0380,-0.0206,0.9308,0.0044,0.0038,-0.3655,0.0135,-0.0970,0.0588,0.0563,0.4659,-0.0347,0.1299,0.0935,0.0965,0.0608,0.0514,0.0445,0.2340,0.2311,5.3565,2072,2
1569227243.277271,116861.27394933,31.50809533,120.40144805,12.6593,-0.0770,0.0378,-0.0225,0.9308,0.0045,0.0038,-0.3655,-0.0755,-0.1007,-0.1908,0.0073,0.5186,-0.0385,0.1304,0.0940,0.0969,0.0610,0.0515,0.0446,0.2341,0.2312,5.3569,2072,2
1569227243.290445,116861.28396533,31.50809532,120.40144805,12.6596,-0.0765,0.0382,-0.0233,0.9308,0.0044,0.0038,-0.3655,0.0168,0.0765,-0.0849,-0.1235,-0.0786,-0.0247,0.1310,0.0945,0.0973,0.0611,0.0516,0.0447,0.2342,0.2312,5.3573,2072,2
1569227243.300985,116861.29397067,31.50809532,120.40144805,12.6598,-0.0748,0.0383,-0.0215,0.9308,0.0044,0.0038,-0.3655,0.1247,0.1280,0.1801,-0.0676,-0.3920,-0.0386,0.1315,0.0949,0.0977,0.0613,0.0518,0.0448,0.2342,0.2313,5.3577,2072,2
1569227243.307728,116861.30394400,31.50809531,120.40144806,12.6600,-0.0750,0.0377,-0.0202,0.9308,0.0044,0.0038,-0.3655,0.0328,-0.0473,0.1279,0.0437,-0.0424,-0.0856,0.1321,0.0954,0.0981,0.0614,0.0519,0.0449,0.2343,0.2314,5.3580,2072,2
1569227243.317375,116861.31396000,31.50809530,120.40144806,12.6602,-0.0770,0.0372,-0.0219,0.9308,0.0044,0.0038,-0.3655,-0.1120,-0.1639,-0.1603,0.1261,0.1343,-0.0573,0.1326,0.0959,0.0985,0.0616,0.0520,0.0449,0.2343,0.2314,5.3584,2072,2
1569227243.329865,116861.32396533,31.50809530,120.40144807,12.6604,-0.0774,0.0375,-0.0233,0.9308,0.0044,0.0038,-0.3656,-0.0419,-0.0026,-0.1414,-0.0440,-0.1669,-0.0642,0.1332,0.0964,0.0990,0.0617,0.0522,0.0450,0.2344,0.2315,5.3588,2072,2
1569227243.338985,116861.33398133,31.50809529,120.40144807,12.6607,-0.0761,0.0376,-0.0218,0.9308,0.0044,0.0038,-0.3656,0.0984,0.1066,0.1443,-0.1266,-0.2989,0.0147,0.1338,0.0968,0.0994,0.0619,0.0523,0.0451,0.2344,0.2315,5.3592,2072,2
1569227243.347742,116861.34395467,31.50809528,120.40144807,12.6609,-0.0757,0.0375,-0.0203,0.9308,0.0044,0.0038,-0.3656,0.0395,0.0289,0.1556,0.0044,0.2057,-0.0624,0.1343,0.0973,0.0998,0.0620,0.0524,0.0452,0.2345,0.2316,5.3596,2072,2
1569227243.356503,116861.35396000,31.50809528,120.40144808,12.6611,-0.0768,0.0377,-0.0216,0.9308,0.0044,0.0038,-0.3656,-0.0920,-0.0567,-0.1320,0.0306,0.5269,-0.0490,0.1349,0.0978,0.1002,0.0622,0.0526,0.0453,0.2346,0.2317,5.3599,2072,2
1569227243.369933,116861.36397600,31.50809527,120.40144808,12.6613,-0.0777,0.0381,-0.0231,0.9308,0.0045,0.0038,-0.3656,-0.0771,-0.0222,-0.1480,0.0297,0.0848,-0.0589,0.1355,0.0983,0.1006,0.0623,0.0527,0.0454,0.2346,0.2317,5.3603,2072,2
1569227243.379016,116861.37396000,31.50809526,120.40144808,12.6615,-0.0765,0.0377,-0.0219,0.9308,0.0044,0.0038,-0.3656,0.1145,0.0655,0.1136,-0.0557,-0.3961,-0.0192,0.1360,0.0988,0.1010,0.0625,0.0529,0.0454,0.2347,0.2318,5.3607,2072,2
1569227243.387515,116861.38396533,31.50809525,120.40144809,12.6617,-0.0761,0.0370,-0.0200,0.9308,0.0044,0.0038,-0.3656,0.0836,-0.0166,0.1983,-0.0975,-0.1552,-0.0644,0.1366,0.0993,0.1015,0.0626,0.0530,0.0455,0.2347,0.2318,5.3611,2072,2
1569227243.399723,116861.39398133,31.50809525,120.40144809,12.6619,-0.0774,0.0370,-0.0207,0.9308,0.0044,0.0038,-0.3656,-0.0904,-0.0884,-0.0739,0.0832,0.1810,-0.0342,0.1372,0.0998,0.1019,0.0628,0.0531,0.0456,0.2348,0.2319,5.3615,2072,2
1569227243.408346,116861.40395467,31.50809524,120.40144810,12.6621,-0.0784,0.0382,-0.0227,0.9308,0.0044,0.0038,-0.3656,-0.1450,0.0254,-0.1989,0.0251,-0.0721,-0.0678,0.1377,0.1003,0.1023,0.0629,0.0533,0.0457,0.2348,0.2320,5.3618,2072,2
1569227243.418385,116861.41396000,31.50809523,120.40144810,12.6624,-0.0774,0.0386,-0.0221,0.9308,0.0044,0.0038,-0.3656,0.0500,0.1091,0.0603,0.0437,-0.3997,-0.0098,0.1383,0.1007,0.1027,0.0631,0.0534,0.0458,0.2349,0.2320,5.3622,2072,2
1569227243.428214,116861.42397600,31.50809523,120.40144810,12.6626,-0.0765,0.0377,-0.0200,0.9308,0.0044,0.0038,-0.3656,0.1340,0.0023,0.2061,-0.0147,-0.0227,-0.0039,0.1389,0.1012,0.1032,0.0632,0.0535,0.0459,0.2350,0.2321,5.3626,2072,2
1569227243.439189,116861.43394933,31.50809522,120.40144811,12.6628,-0.0776,0.0368,-0.0201,0.9308,0.0044,0.0038,-0.3656,-0.0095,-0.1305,-0.0098,0.0468,0.5264,-0.0927,0.1395,0.1017,0.1036,0.0634,0.0537,0.0460,0.2350,0.2322,5.3630,2072,2
1569227243.449177,116861.44396533,31.50809521,120.40144811,12.6630,-0.0785,0.0371,-0.0222,0.9308,0.0044,0.0038,-0.3656,-0.0799,-0.0277,-0.2042,-0.0400,0.3141,-0.0475,0.1400,0.1022,0.1040,0.0635,0.0538,0.0460,0.2351,0.2322,5.3634,2072,2
1569227243.458696,116861.45397067,31.50809521,120.40144812,12.6632,-0.0771,0.0380,-0.0223,0.9308,0.0044,0.0038,-0.3656,0.0442,0.1673,-0.0102,-0.1076,-0.2377,0.0687,0.1406,0.1027,0.1044,0.0637,0.0540,0.0461,0.2351,0.2323,5.3637,2072,2
1569227243.466461,116861.46398667,31.50809520,120.40144812,12.6634,-0.0756,0.0378,-0.0204,0.9308,0.0044,0.0038,-0.3656,0.1287,0.1029,0.1928,-0.0975,-0.2814,-0.1023,0.1412,0.1032,0.1049,0.0638,0.0541,0.0462,0.2352,0.2323,5.3641,2072,2
1569227243.479712,116861.47396000,31.50809519,120.40144812,12.6636,-0.0765,0.0369,-0.0201,0.9308,0.0044,0.0038,-0.3656,0.0044,-0.1222,0.0244,0.0649,0.0796,-0.0673,0.1418,0.1037,0.1053,0.0640,0.0542,0.0463,0.2352,0.2324,5.3645,2072,2
1569227243.488421,116861.48398667,31.50809519,120.40144813,12.6638,-0.0784,0.0369,-0.0224,0.9308,0.0044,0.0038,-0.3656,-0.1297,-0.1291,-0.2303,0.0204,0.0685,-0.0576,0.1424,0.1042,0.1057,0.0641,0.0544,0.0464,0.2353,0.2325,5.3649,2072,2
1569227243.497352,116861.49398133,31.50809518,120.40144813,12.6640,-0.0781,0.0375,-0.0230,0.9307,0.0044,0.0038,-0.3656,-0.0122,0.0791,-0.0572,-0.0819,-0.3329,-0.0758,0.1430,0.1047,0.1061,0.0643,0.0545,0.0465,0.2354,0.2325,5.3653,2072,2
1569227243.514567,116861.50396533,31.50809585,120.40144774,12.6418,-0.0745,0.0415,-0.0214,0.9307,0.0044,0.0038,-0.3656,0.0653,0.1284,0.1926,-0.1193,-0.1628,-0.0330,0.0925,0.0615,0.0675,0.0505,0.0420,0.0384,0.2310,0.2277,5.3657,2072,2
1569227243.519784,116861.51397067,31.50809584,120.40144775,12.6420,-0.0746,0.0417,-0.0208,0.9307,0.0044,0.0038,-0.3656,-0.0140,0.0040,0.0542,0.0343,0.3485,-0.0524,0.0930,0.0619,0.0678,0.0506,0.0421,0.0385,0.2310,0.2278,5.3661,2072,2
1569227243.528571,116861.52398667,31.50809583,120.40144775,12.6422,-0.0759,0.0420,-0.0226,0.9307,0.0045,0.0038,-0.3656,-0.1109,-0.0601,-0.1716,0.0807,0.4807,-0.0227,0.0934,0.0623,0.0682,0.0507,0.0422,0.0385,0.2311,0.2278,5.3665,2072,2
1569227243.536979,116861.53396000,31.50809583,120.40144776,12.6424,-0.0757,0.0419,-0.0231,0.9307,0.0045,0.0038,-0.3656,0.0209,0.0100,-0.0548,0.0499,-0.1199,0.0886,0.0939,0.0626,0.0686,0.0509,0.0423,0.0386,0.2311,0.2279,5.3669,2072,2
1569227243.549344,116861.54397600,31.50809582,120.40144776,12.6426,-0.0744,0.0413,-0.0212,0.9307,0.0044,0.0038,-0.3656,0.1375,0.0432,0.1936,-0.0199,-0.3008,-0.0264,0.0943,0.0630,0.0689,0.0510,0.0424,0.0387,0.2312,0.2280,5.3672,2072,2
1569227243.558469,116861.55398133,31.50809581,120.40144777,12.6428,-0.0746,0.0408,-0.0197,0.9307,0.0045,0.0038,-0.3656,0.0261,-0.0410,0.1463,0.0287,0.0694,-0.0919,0.0948,0.0634,0.0693,0.0511,0.0426,0.0388,0.2312,0.2280,5.3676,2072,2
