local_time (s),Time of week (s),Latitude (deg),Longitude (deg),Ellipsoidal height (m),Vel N (m/s),Vel E (m/s),Vel D (m/s),Attitude quaternion-Scalar,Attitude quaternion-X,Attitude quaternion-Y,Attitude quaternion-Z,Accel_X (m/s^2),Accel_Y (m/s^2),Accel_Z (m/s^2),Gyro_X (deg/s),Gyro_Y (deg/s),Gyro_Z (deg/s),Position RMS-N (m),Position RMS-E (m),Position RMS-D (m),Velocity RMS-N (m/s),Velocity RMS-E (m/s),Velocity RMS-D (m/s),Attitude RMS-N (deg),Attitude RMS-E (deg),Attitude RMS-D (deg),GPS week,Alignment status
1569227290.196244,116908.19429067,31.50814289,120.40126906,12.8208,-4.0882,0.4545,-0.0006,0.0130,-0.0107,-0.0008,0.9999,-0.6269,-1.6610,-0.0962,1.5410,1.6424,-37.4143,2.4550,2.4079,1.0301,0.4152,0.3968,0.1580,0.1842,0.1789,1.4832,2072,2
1569227290.210553,116908.20430667,31.50814252,120.40126911,12.8208,-4.0804,0.4712,-0.0010,0.0163,-0.0109,-0.0007,0.9998,-0.7220,-1.6844,-0.0626,1.6955,1.7263,-37.4048,2.4585,2.4117,1.0316,0.4155,0.3970,0.1581,0.1842,0.1789,1.4835,2072,2
1569227290.217753,116908.21428000,31.50814215,120.40126916,12.8208,-4.0716,0.4860,0.0008,0.0196,-0.0110,-0.0006,0.9997,-0.8241,-1.5067,0.1576,1.6988,1.4823,-37.2861,2.4620,2.4155,1.0331,0.4159,0.3972,0.1582,0.1841,0.1788,1.4838,2072,2
1569227290.228121,116908.22429600,31.50814178,120.40126921,12.8208,-4.0650,0.5011,0.0019,0.0228,-0.0112,-0.0005,0.9997,-0.5993,-1.5332,0.0949,1.7853,1.6961,-37.3432,2.4656,2.4193,1.0346,0.4162,0.3973,0.1584,0.1841,0.1788,1.4840,2072,2
1569227290.239234,116908.23430133,31.50814142,120.40126926,12.8207,-4.0605,0.5168,0.0021,0.0261,-0.0113,-0.0003,0.9996,-0.3632,-1.5881,0.0036,1.8600,2.2285,-37.4144,2.4691,2.4231,1.0362,0.4165,0.3975,0.1585,0.1841,0.1788,1.4843,2072,2
1569227290.247962,116908.24430667,31.50814105,120.40126932,12.8207,-4.0583,0.5309,0.0003,0.0294,-0.0115,-0.0002,0.9995,-0.1363,-1.4093,-0.1816,1.9716,2.2452,-37.4970,2.4726,2.4269,1.0377,0.4168,0.3977,0.1586,0.1840,0.1788,1.4846,2072,2
1569227290.256504,116908.25430133,31.50814068,120.40126937,12.8207,-4.0553,0.5439,-0.0003,0.0326,-0.0117,-0.0000,0.9994,-0.2143,-1.3209,-0.0649,2.0932,1.7931,-37.5503,2.4762,2.4307,1.0392,0.4171,0.3979,0.1588,0.1840,0.1788,1.4849,2072,2
1569227290.269814,116908.26429600,31.50814032,120.40126943,12.8207,-4.0501,0.5579,0.0032,0.0359,-0.0118,0.0001,0.9993,-0.4233,-1.4260,0.3357,2.2129,1.5431,-37.6576,2.4797,2.4345,1.0407,0.4174,0.3980,0.1589,0.1840,0.1787,1.4852,2072,2
1569227290.278893,116908.27431200,31.50813995,120.40126949,12.8207,-4.0442,0.5743,0.0038,0.0392,-0.0119,0.0003,0.9992,-0.4603,-1.6695,0.0460,2.4146,1.2422,-37.6644,2.4833,2.4383,1.0422,0.4177,0.3982,0.1590,0.1839,0.1787,1.4855,2072,2
1569227290.287854,116908.28428533,31.50813959,120.40126955,12.8206,-4.0395,0.5928,0.0018,0.0425,-0.0120,0.0005,0.9990,-0.3097,-1.8816,-0.2051,2.4448,0.9162,-37.6501,2.4868,2.4421,1.0437,0.4181,0.3984,0.1592,0.1839,0.1787,1.4857,2072,2
1569227290.296888,116908.29430133,31.50813923,120.40126962,12.8206,-4.0363,0.6111,0.0000,0.0458,-0.0120,0.0006,0.9989,-0.1502,-1.8455,-0.1832,2.4009,0.2743,-37.7109,2.4904,2.4459,1.0452,0.4184,0.3986,0.1593,0.1839,0.1786,1.4860,2072,2
1569227290.309792,116908.30430667,31.50813886,120.40126968,12.8206,-4.0343,0.6284,-0.0023,0.0491,-0.0120,0.0008,0.9987,-0.0301,-1.7321,-0.2374,2.3764,0.1874,-37.7369,2.4939,2.4497,1.0467,0.4188,0.3988,0.1594,0.1839,0.1786,1.4863,2072,2
1569227290.318283,116908.31429067,31.50813850,120.40126975,12.8207,-4.0290,0.6485,-0.0026,0.0524,-0.0121,0.0010,0.9986,-0.3224,-2.0574,-0.0337,2.2017,0.9581,-37.7231,2.4975,2.4536,1.0483,0.4191,0.3989,0.1596,0.1838,0.1785,1.4866,2072,2
1569227290.327979,116908.32429600,31.50813813,120.40126982,12.8207,-4.0220,0.6706,-0.0072,0.0556,-0.0122,0.0011,0.9984,-0.4442,-2.2637,-0.4664,2.1876,0.9692,-37.7496,2.5010,2.4574,1.0498,0.4195,0.3991,0.1597,0.1838,0.1785,1.4869,2072,2
1569227290.337068,116908.33430133,31.50813777,120.40126989,12.8208,-4.0160,0.6952,-0.0121,0.0589,-0.0122,0.0013,0.9982,-0.2950,-2.5010,-0.4988,1.9565,0.2866,-37.5820,2.5046,2.4612,1.0513,0.4199,0.3993,0.1598,0.1838,0.1784,1.4872,2072,2
1569227290.350904,116908.34428533,31.50813741,120.40126997,12.8209,-4.0117,0.7187,-0.0132,0.0622,-0.0122,0.0014,0.9980,-0.1420,-2.3887,-0.1070,1.7108,-0.3070,-37.5363,2.5081,2.4650,1.0528,0.4203,0.3994,0.1600,0.1837,0.1784,1.4874,2072,2
1569227290.358420,116908.35429067,31.50813705,120.40127004,12.8211,-4.0098,0.7407,-0.0157,0.0655,-0.0121,0.0014,0.9978,0.1002,-2.1979,-0.2507,1.4300,-0.7077,-37.5869,2.5117,2.4688,1.0544,0.4207,0.3996,0.1601,0.1837,0.1783,1.4877,2072,2
1569227290.367849,116908.36430667,31.50813669,120.40127012,12.8212,-4.0056,0.7672,-0.0205,0.0687,-0.0120,0.0015,0.9976,-0.0485,-2.6776,-0.4791,1.1715,-0.4945,-37.5565,2.5153,2.4726,1.0559,0.4211,0.3998,0.1603,0.1836,0.1783,1.4880,2072,2
1569227290.376832,116908.37428000,31.50813633,120.40127020,12.8215,-3.9982,0.7941,-0.0249,0.0720,-0.0120,0.0015,0.9973,-0.3420,-2.7596,-0.4489,0.7475,-1.0332,-37.5066,2.5188,2.4764,1.0574,0.4215,0.4000,0.1604,0.1836,0.1782,1.4883,2072,2
1569227290.390859,116908.38429600,31.50813597,120.40127029,12.8217,-3.9906,0.8180,-0.0285,0.0753,-0.0118,0.0015,0.9971,-0.3906,-2.4756,-0.3688,0.4650,-2.0172,-37.3573,2.5224,2.4803,1.0589,0.4219,0.4001,0.1605,0.1835,0.1782,1.4886,2072,2
1569227290.398414,116908.39430133,31.50813561,120.40127038,12.8220,-3.9832,0.8437,-0.0271,0.0785,-0.0116,0.0015,0.9968,-0.3371,-2.6482,0.1408,0.2603,-1.8595,-37.0810,2.5260,2.4841,1.0605,0.4223,0.4003,0.1607,0.1835,0.1782,1.4889,2072,2
1569227290.413275,116908.40431733,31.50813525,120.40127047,12.8223,-3.9751,0.8699,-0.0263,0.0817,-0.0115,0.0014,0.9966,-0.3852,-2.7078,0.0738,-0.0076,-1.4163,-37.0274,2.5296,2.4879,1.0620,0.4227,0.4004,0.1608,0.1834,0.1781,1.4891,2072,2
1569227290.420180,116908.41429067,31.50813489,120.40127056,12.8226,-3.9673,0.8910,-0.0293,0.0849,-0.0114,0.0014,0.9963,-0.4116,-2.2034,-0.3170,-0.0351,-1.5424,-36.8539,2.5332,2.4917,1.0635,0.4231,0.4006,0.1609,0.1833,0.1781,1.4894,2072,2
1569227290.430301,116908.42430667,31.50813453,120.40127065,12.8228,-3.9613,0.9131,-0.0253,0.0881,-0.0112,0.0013,0.9960,-0.2152,-2.2791,0.3956,-0.0457,-1.6930,-36.7098,2.5367,2.4955,1.0651,0.4234,0.4008,0.1611,0.1833,0.1781,1.4897,2072,2
1569227290.440665,116908.43431200,31.50813417,120.40127075,12.8231,-3.9523,0.9344,-0.0209,0.0913,-0.0111,0.0013,0.9958,-0.5176,-2.2484,0.4276,0.0614,-1.6722,-36.5347,2.5403,2.4994,1.0666,0.4238,0.4009,0.1612,0.1832,0.1780,1.4900,2072,2
1569227290.448760,116908.44428533,31.50813382,120.40127085,12.8233,-3.9385,0.9567,-0.0202,0.0944,-0.0109,0.0012,0.9955,-0.9381,-2.4340,0.0504,-0.0127,-1.6700,-36.3952,2.5439,2.5032,1.0681,0.4242,0.4010,0.1614,0.1831,0.1780,1.4903,2072,2
1569227290.460209,116908.45430133,31.50813346,120.40127095,12.8235,-3.9229,0.9819,-0.0194,0.0976,-0.0107,0.0012,0.9952,-1.0591,-2.7634,0.0575,-0.1156,-2.4585,-36.0946,2.5475,2.5070,1.0697,0.4246,0.4011,0.1615,0.1830,0.1780,1.4906,2072,2
1569227290.472642,116908.46430667,31.50813311,120.40127106,12.8236,-3.9156,1.0017,-0.0178,0.1007,-0.0105,0.0011,0.9949,-0.3195,-2.0766,0.1508,-0.2622,-2.7574,-36.0260,2.5511,2.5108,1.0712,0.4249,0.4013,0.1616,0.1830,0.1780,1.4908,2072,2
1569227290.482815,116908.47429067,31.50813276,120.40127116,12.8238,-3.9074,1.0224,-0.0155,0.1038,-0.0103,0.0010,0.9945,-0.3933,-2.1882,0.2201,-0.2942,-1.9184,-35.8730,2.5547,2.5147,1.0727,0.4252,0.4014,0.1618,0.1829,0.1779,1.4911,2072,2
1569227290.492885,116908.48429600,31.50813241,120.40127127,12.8239,-3.8954,1.0433,-0.0149,0.1069,-0.0103,0.0010,0.9942,-0.7299,-2.2903,0.0451,-0.3768,-0.6712,-35.9483,2.5583,2.5185,1.0743,0.4256,0.4016,0.1619,0.1828,0.1779,1.4914,2072,2
1569227290.502975,116908.49431200,31.50813205,120.40127138,12.8241,-3.8802,1.0623,-0.0142,0.1101,-0.0102,0.0009,0.9939,-1.0767,-2.1796,0.0429,-0.6200,-0.8442,-35.9487,2.5619,2.5223,1.0758,0.4259,0.4017,0.1620,0.1828,0.1778,1.4917,2072,2
1569227290.520466,116908.50428533,31.50813154,120.40127091,12.8036,-3.8650,1.0776,-0.0128,0.1132,-0.0101,0.0008,0.9935,-0.9060,-2.0534,0.1943,-0.6621,-1.2276,-35.9586,2.5675,2.5283,1.0782,0.4265,0.4019,0.1622,0.1827,0.1778,1.4921,2072,2
1569227290.525059,116908.51431200,31.50813120,120.40127102,12.8037,-3.8539,1.0942,-0.0089,0.1163,-0.0100,0.0006,0.9932,-0.7106,-1.8729,0.3698,-0.8999,-1.7227,-35.8565,2.5711,2.5322,1.0798,0.4268,0.4021,0.1624,0.1826,0.1778,1.4924,2072,2
1569227290.530667,116908.52430667,31.50813085,120.40127114,12.8038,-3.8441,1.1076,-0.0077,0.1194,-0.0099,0.0005,0.9928,-0.6301,-1.5261,0.1072,-0.9817,-1.7773,-36.0289,2.5747,2.5360,1.0813,0.4271,0.4022,0.1625,0.1826,0.1777,1.4927,2072,2
1569227290.543097,116908.53429067,31.50813050,120.40127125,12.8039,-3.8362,1.1208,-0.0079,0.1225,-0.0097,0.0003,0.9924,-0.4442,-1.4739,-0.0318,-1.2273,-1.5108,-36.1511,2.5783,2.5398,1.0829,0.4274,0.4024,0.1626,0.1825,0.1777,1.4930,2072,2
1569227290.551896,116908.54429600,31.50813016,120.40127137,12.8039,-3.8257,1.1349,-0.0060,0.1257,-0.0096,0.0002,0.9920,-0.6711,-1.6239,0.1805,-1.1871,-1.1485,-36.1610,2.5819,2.5437,1.0844,0.4277,0.4025,0.1628,0.1825,0.1776,1.4932,2072,2
1569227290.558704,116908.55431200,31.50812981,120.40127149,12.8040,-3.8161,1.1423,-0.0049,0.1288,-0.0096,0.0001,0.9916,-0.7378,-0.9598,0.0935,-1.1748,-0.7446,-36.3424,2.5856,2.5475,1.0860,0.4279,0.4026,0.1629,0.1824,0.1776,1.4935,2072,2
1569227290.570464,116908.56431733,31.50812947,120.40127161,12.8040,-3.8050,1.1512,-0.0035,0.1320,-0.0096,-0.0001,0.9912,-0.8468,-1.1491,0.1184,-1.1636,-0.6490,-36.4840,2.5892,2.5513,1.0875,0.4281,0.4028,0.1630,0.1824,0.1775,1.4938,2072,2
1569227290.578894,116908.57430133,31.50812913,120.40127174,12.8040,-3.7967,1.1591,-0.0026,0.1351,-0.0095,-0.0002,0.9908,-0.5852,-0.9763,0.0714,-0.8896,-0.5450,-36.4774,2.5928,2.5552,1.0891,0.4284,0.4029,0.1632,0.1823,0.1775,1.4941,2072,2
1569227290.587916,116908.58430667,31.50812878,120.40127186,12.8041,-3.7910,1.1669,-0.0026,0.1383,-0.0095,-0.0003,0.9904,-0.3345,-0.9035,-0.0027,-0.8351,-0.7055,-36.4694,2.5964,2.5590,1.0906,0.4286,0.4031,0.1633,0.1822,0.1774,1.4944,2072,2
1569227290.597299,116908.59433333,31.50812844,120.40127198,12.8041,-3.7850,1.1732,-0.0019,0.1414,-0.0094,-0.0004,0.9899,-0.4028,-0.7700,0.0542,-0.5204,-0.6397,-36.6215,2.6001,2.5629,1.0922,0.4288,0.4032,0.1634,0.1822,0.1774,1.4947,2072,2
1569227290.609432,116908.60430667,31.50812810,120.40127210,12.8041,-3.7775,1.1771,-0.0004,0.1446,-0.0094,-0.0005,0.9894,-0.6019,-0.5923,0.1424,-0.3736,-0.6752,-36.7103,2.6037,2.5667,1.0937,0.4290,0.4034,0.1636,0.1821,0.1773,1.4949,2072,2
1569227290.618382,116908.61430133,31.50812776,120.40127223,12.8041,-3.7662,1.1808,-0.0004,0.1478,-0.0093,-0.0005,0.9890,-0.9740,-0.6743,-0.0294,0.1278,-0.9475,-36.7731,2.6073,2.5705,1.0953,0.4292,0.4035,0.1637,0.1820,0.1773,1.4952,2072,2
1569227290.629029,116908.62431733,31.50812742,120.40127235,12.8041,-3.7568,1.1830,0.0001,0.1509,-0.0092,-0.0005,0.9885,-0.8256,-0.4890,0.0358,0.4591,-1.1232,-36.7105,2.6110,2.5744,1.0969,0.4294,0.4036,0.1638,0.1819,0.1772,1.4955,2072,2
1569227290.636166,116908.63429067,31.50812708,120.40127248,12.8041,-3.7490,1.1878,0.0009,0.1541,-0.0091,-0.0005,0.9880,-0.5973,-0.6925,0.0678,0.7966,-1.0517,-36.4060,2.6146,2.5782,1.0984,0.4296,0.4038,0.1640,0.1819,0.1772,1.4958,2072,2
1569227290.649604,116908.64430667,31.50812675,120.40127260,12.8041,-3.7455,1.1918,0.0002,0.1572,-0.0091,-0.0004,0.9875,-0.2063,-0.4857,-0.0787,1.3875,0.0406,-36.3711,2.6182,2.5821,1.1000,0.4298,0.4039,0.1641,0.1818,0.1771,1.4961,2072,2
1569227290.658477,116908.65431200,31.50812641,120.40127273,12.8041,-3.7403,1.1953,-0.0001,0.1603,-0.0091,-0.0003,0.9870,-0.3743,-0.4937,-0.0388,1.6730,0.8214,-36.3268,2.6219,2.5859,1.1015,0.4300,0.4041,0.1642,0.1818,0.1770,1.4964,2072,2
1569227290.668023,116908.66429600,31.50812607,120.40127285,12.8041,-3.7332,1.2001,-0.0026,0.1635,-0.0091,-0.0001,0.9865,-0.5137,-0.6746,-0.2558,2.1672,0.9202,-36.3311,2.6255,2.5898,1.1031,0.4302,0.4043,0.1644,0.1817,0.1770,1.4966,2072,2
1569227290.679960,116908.67430133,31.50812573,120.40127298,12.8041,-3.7238,1.2066,-0.0028,0.1666,-0.0091,0.0001,0.9860,-0.6746,-0.9206,-0.0360,2.4873,0.2754,-36.2695,2.6292,2.5936,1.1047,0.4304,0.4044,0.1645,0.1817,0.1769,1.4969,2072,2
1569227290.688981,116908.68431733,31.50812540,120.40127311,12.8041,-3.7141,1.2150,-0.0018,0.1697,-0.0091,0.0003,0.9855,-0.6331,-1.1118,0.0833,2.9647,-0.4193,-35.8758,2.6328,2.5975,1.1062,0.4306,0.4045,0.1646,0.1816,0.1769,1.4972,2072,2
1569227290.697446,116908.69433333,31.50812506,120.40127324,12.8042,-3.7084,1.2251,-0.0042,0.1728,-0.0090,0.0006,0.9849,-0.1824,-1.1447,-0.2481,3.1696,-0.6068,-35.8713,2.6365,2.6013,1.1078,0.4309,0.4047,0.1648,0.1816,0.1768,1.4975,2072,2
1569227290.706631,116908.70430667,31.50812473,120.40127337,12.8042,-3.7022,1.2368,-0.0065,0.1758,-0.0089,0.0008,0.9844,-0.1759,-1.3142,-0.2324,3.1017,-0.2788,-35.7014,2.6401,2.6052,1.1094,0.4311,0.4048,0.1649,0.1816,0.1768,1.4978,2072,2
1569227290.718863,116908.71431200,31.50812440,120.40127350,12.8043,-3.6963,1.2474,-0.0094,0.1789,-0.0089,0.0011,0.9838,-0.1698,-1.1956,-0.2908,3.2121,0.2666,-35.7787,2.6438,2.6090,1.1109,0.4314,0.4050,0.1650,0.1815,0.1767,1.4980,2072,2
1569227290.728328,116908.72431733,31.50812406,120.40127363,12.8044,-3.6863,1.2570,-0.0113,0.1820,-0.0089,0.0013,0.9833,-0.5895,-1.2438,-0.2018,3.2764,0.4910,-35.5753,2.6474,2.6129,1.1125,0.4316,0.4051,0.1652,0.1815,0.1766,1.4983,2072,2
1569227290.737096,116908.73430133,31.50812373,120.40127376,12.8045,-3.6780,1.2658,-0.0108,0.1850,-0.0089,0.0016,0.9827,-0.4516,-1.1179,0.0412,3.4457,1.0215,-35.3006,2.6511,2.6167,1.1141,0.4319,0.4053,0.1653,0.1815,0.1766,1.4986,2072,2
1569227290.746638,116908.74430667,31.50812340,120.40127390,12.8046,-3.6712,1.2783,-0.0127,0.1880,-0.0089,0.0019,0.9821,-0.1648,-1.4134,-0.2002,3.6156,0.7997,-35.1293,2.6548,2.6206,1.1157,0.4321,0.4054,0.1654,0.1814,0.1765,1.4989,2072,2
1569227290.759447,116908.75432267,31.50812307,120.40127403,12.8048,-3.6651,1.2959,-0.0164,0.1910,-0.0089,0.0022,0.9815,0.1000,-1.8557,-0.3595,3.6151,0.8265,-34.9799,2.6584,2.6244,1.1172,0.4325,0.4056,0.1656,0.1814,0.1765,1.4992,2072,2
1569227290.768431,116908.76429600,31.50812274,120.40127417,12.8049,-3.6581,1.3113,-0.0178,0.1940,-0.0089,0.0024,0.9810,-0.0617,-1.6906,-0.1425,3.2717,0.1718,-34.7698,2.6621,2.6283,1.1188,0.4327,0.4057,0.1657,0.1814,0.1764,1.4994,2072,2
1569227290.777392,116908.77431200,31.50812241,120.40127431,12.8051,-3.6478,1.3248,-0.0199,0.1970,-0.0088,0.0027,0.9804,-0.4192,-1.6430,-0.2196,3.1304,-0.4484,-34.7197,2.6658,2.6321,1.1204,0.4330,0.4059,0.1658,0.1813,0.1764,1.4997,2072,2
1569227290.791214,116908.78431733,31.50812208,120.40127445,12.8053,-3.6364,1.3405,-0.0201,0.1999,-0.0087,0.0029,0.9798,-0.4406,-1.8847,-0.0203,3.0838,-0.4420,-34.6940,2.6695,2.6360,1.1220,0.4333,0.4060,0.1660,0.1813,0.1763,1.5000,2072,2
1569227290.798748,116908.79430133,31.50812175,120.40127459,12.8055,-3.6237,1.3570,-0.0207,0.2029,-0.0086,0.0031,0.9792,-0.5036,-2.0203,-0.0639,3.1077,-0.4301,-34.5441,2.6731,2.6398,1.1236,0.4336,0.4061,0.1661,0.1812,0.1763,1.5003,2072,2
1569227290.809473,116908.80431733,31.50812143,120.40127473,12.8057,-3.6133,1.3737,-0.0240,0.2058,-0.0086,0.0034,0.9785,-0.2750,-1.9448,-0.3264,2.8090,0.1060,-34.2266,2.6768,2.6437,1.1251,0.4339,0.4063,0.1662,0.1812,0.1762,1.5006,2072,2
1569227290.817388,116908.81431200,31.50812110,120.40127488,12.8060,-3.6038,1.3916,-0.0240,0.2087,-0.0086,0.0036,0.9779,-0.1395,-2.0118,0.0018,2.5727,0.5634,-34.2109,2.6805,2.6476,1.1267,0.4342,0.4064,0.1664,0.1811,0.1761,1.5008,2072,2
1569227290.829542,116908.82429600,31.50812078,120.40127503,12.8062,-3.5963,1.4046,-0.0222,0.2117,-0.0087,0.0038,0.9773,-0.1454,-1.4949,0.1787,2.4379,1.0599,-34.2793,2.6842,2.6514,1.1283,0.4345,0.4065,0.1665,0.1811,0.1761,1.5011,2072,2
1569227290.839213,116908.83431200,31.50812045,120.40127517,12.8064,-3.5872,1.4151,-0.0206,0.2146,-0.0087,0.0040,0.9767,-0.3890,-1.3286,0.1635,2.6077,0.8957,-34.2186,2.6879,2.6553,1.1299,0.4347,0.4067,0.1666,0.1810,0.1760,1.5014,2072,2
1569227290.847486,116908.84431733,31.50812013,120.40127532,12.8066,-3.5763,1.4258,-0.0167,0.2175,-0.0087,0.0042,0.9760,-0.5428,-1.4215,0.3802,2.8556,0.1203,-34.1121,2.6916,2.6592,1.1315,0.4350,0.4068,0.1668,0.1810,0.1760,1.5017,2072,2
1569227290.857231,116908.85432267,31.50811981,120.40127547,12.8067,-3.5675,1.4362,-0.0121,0.2204,-0.0086,0.0044,0.9754,-0.3528,-1.3166,0.4565,2.8211,-0.6646,-33.9748,2.6953,2.6630,1.1331,0.4352,0.4069,0.1669,0.1809,0.1759,1.5020,2072,2
1569227290.869306,116908.86430667,31.50811949,120.40127563,12.8068,-3.5573,1.4505,-0.0082,0.2233,-0.0085,0.0046,0.9747,-0.3120,-1.7249,0.3926,3.0786,-0.6819,-34.0104,2.6990,2.6669,1.1347,0.4355,0.4070,0.1670,0.1809,0.1759,1.5022,2072,2
1569227290.878536,116908.87431200,31.50811917,120.40127578,12.8069,-3.5455,1.4630,-0.0048,0.2262,-0.0084,0.0049,0.9740,-0.5095,-1.6354,0.3402,3.1131,-0.4054,-34.1412,2.7027,2.6707,1.1363,0.4357,0.4071,0.1672,0.1808,0.1758,1.5025,2072,2
1569227290.888027,116908.88432800,31.50811885,120.40127593,12.8069,-3.5311,1.4742,-0.0027,0.2291,-0.0083,0.0051,0.9734,-0.7972,-1.6374,0.2035,2.8800,-0.2516,-34.0678,2.7064,2.6746,1.1379,0.4360,0.4073,0.1673,0.1808,0.1757,1.5028,2072,2
1569227290.899575,116908.89430133,31.50811853,120.40127609,12.8069,-3.5147,1.4911,-0.0002,0.2320,-0.0083,0.0053,0.9727,-0.7086,-2.2399,0.2573,2.8110,0.1939,-34.0417,2.7101,2.6785,1.1394,0.4363,0.4074,0.1674,0.1807,0.1757,1.5031,2072,2
1569227290.908884,116908.90430667,31.50811821,120.40127625,12.8069,-3.4989,1.5100,0.0024,0.2349,-0.0083,0.0055,0.9720,-0.5483,-2.4017,0.2580,2.4703,0.7614,-33.8778,2.7138,2.6823,1.1410,0.4366,0.4075,0.1676,0.1807,0.1756,1.5034,2072,2
1569227290.918092,116908.91432267,31.50811790,120.40127641,12.8069,-3.4856,1.5274,0.0029,0.2377,-0.0084,0.0057,0.9713,-0.3853,-2.1539,0.0563,2.1282,1.0193,-33.8899,2.7175,2.6862,1.1426,0.4369,0.4076,0.1677,0.1806,0.1756,1.5036,2072,2
1569227290.927070,116908.92429600,31.50811758,120.40127657,12.8069,-3.4734,1.5480,0.0028,0.2406,-0.0084,0.0058,0.9706,-0.1169,-2.3919,0.0088,1.7419,0.6736,-34.0395,2.7212,2.6901,1.1442,0.4372,0.4077,0.1679,0.1806,0.1755,1.5039,2072,2
1569227290.939944,116908.93431200,31.50811727,120.40127673,12.8068,-3.4602,1.5706,0.0054,0.2435,-0.0085,0.0059,0.9698,-0.1074,-2.6046,0.2794,1.0418,0.4354,-34.0907,2.7249,2.6940,1.1458,0.4375,0.4078,0.1680,0.1805,0.1754,1.5042,2072,2
1569227290.950835,116908.94431733,31.50811696,120.40127690,12.8068,-3.4446,1.5906,0.0073,0.2464,-0.0085,0.0059,0.9691,-0.4255,-2.4959,0.1911,0.8798,0.1398,-34.1204,2.7286,2.6978,1.1474,0.4379,0.4079,0.1681,0.1804,0.1754,1.5045,2072,2
1569227290.956909,116908.95430133,31.50811665,120.40127707,12.8067,-3.4230,1.6112,0.0079,0.2493,-0.0084,0.0059,0.9684,-0.8965,-2.8417,0.0675,0.3629,-0.5938,-34.0308,2.7323,2.7017,1.1490,0.4382,0.4080,0.1683,0.1803,0.1753,1.5048,2072,2
1569227290.966793,116908.96430667,31.50811634,120.40127724,12.8066,-3.4025,1.6307,0.0094,0.2521,-0.0084,0.0058,0.9676,-0.8469,-2.6943,0.1486,-0.2057,-1.2122,-33.6979,2.7361,2.7056,1.1506,0.4385,0.4081,0.1684,0.1802,0.1752,1.5050,2072,2
1569227290.979729,116908.97432267,31.50811604,120.40127741,12.8065,-3.3891,1.6495,0.0100,0.2550,-0.0083,0.0057,0.9669,-0.2473,-2.2979,0.0676,-0.6780,-0.8430,-33.6507,2.7398,2.7094,1.1522,0.4388,0.4082,0.1685,0.1802,0.1752,1.5053,2072,2
1569227290.989046,116908.98432800,31.50811573,120.40127759,12.8064,-3.3746,1.6738,0.0075,0.2578,-0.0084,0.0056,0.9662,-0.0444,-2.8161,-0.2239,-1.0671,0.3353,-33.3793,2.7435,2.7133,1.1539,0.4392,0.4084,0.1687,0.1801,0.1751,1.5056,2072,2
1569227290.998101,116908.99431200,31.50811543,120.40127776,12.8064,-3.3598,1.6956,0.0035,0.2606,-0.0085,0.0055,0.9654,-0.1805,-2.6272,-0.3916,-1.2708,1.1670,-33.1872,2.7472,2.7172,1.1555,0.4396,0.4085,0.1688,0.1800,0.1750,1.5059,2072,2
1569227291.006706,116909.00431733,31.50811512,120.40127794,12.8063,-3.3427,1.7133,0.0002,0.2633,-0.0086,0.0054,0.9647,-0.5724,-2.3979,-0.3323,-1.6790,0.5670,-32.7969,2.7510,2.7210,1.1571,0.4399,0.4086,0.1690,0.1800,0.1750,1.5062,2072,2
1569227291.020232,116909.01433333,31.50811482,120.40127813,12.8063,-3.3257,1.7346,0.0008,0.2661,-0.0087,0.0052,0.9639,-0.3733,-2.6949,0.0707,-1.9104,-0.2530,-32.5117,2.7547,2.7249,1.1587,0.4402,0.4087,0.1691,0.1799,0.1749,1.5064,2072,2
1569227291.025274,116909.02431733,31.50811452,120.40127831,12.8063,-3.3118,1.7550,0.0009,0.2688,-0.0087,0.0050,0.9631,-0.1349,-2.4551,0.0181,-2.2251,-1.1337,-32.4116,2.7584,2.7288,1.1603,0.4405,0.4088,0.1692,0.1798,0.1749,1.5067,2072,2
1569227291.036265,116909.03432267,31.50811423,120.40127849,12.8063,-3.3017,1.7753,-0.0020,0.2715,-0.0086,0.0047,0.9624,0.2035,-2.2593,-0.2796,-2.6089,-1.6656,-32.2587,2.7622,2.7327,1.1619,0.4409,0.4090,0.1694,0.1798,0.1748,1.5070,2072,2
1569227291.047589,116909.04432800,31.50811393,120.40127868,12.8063,-3.2911,1.7989,-0.0032,0.2742,-0.0085,0.0044,0.9616,0.3379,-2.5611,-0.1054,-2.8583,-1.8423,-32.0796,2.7659,2.7365,1.1635,0.4412,0.4091,0.1695,0.1797,0.1748,1.5073,2072,2
1569227291.056454,116909.05432267,31.50811363,120.40127887,12.8064,-3.2770,1.8223,-0.0017,0.2769,-0.0085,0.0040,0.9609,0.0440,-2.7326,0.1576,-3.5140,-1.3461,-31.9034,2.7696,2.7404,1.1651,0.4416,0.4092,0.1696,0.1797,0.1747,1.5075,2072,2
1569227291.065233,116909.06432800,31.50811334,120.40127907,12.8064,-3.2579,1.8411,-0.0008,0.2795,-0.0085,0.0036,0.9601,-0.6110,-2.6030,0.0859,-4.0988,-0.9766,-31.7128,2.7734,2.7443,1.1668,0.4419,0.4093,0.1698,0.1796,0.1747,1.5078,2072,2
