time,ins1000_lat,ins1000_lon,ins1000_alt,ins1000_roll,ins1000_pitch,ins1000_yaw,ins1000_ned_x,ins1000_ned_y,ins1000_ned_z,algo_pose_x,algo_pose_y,algo_pose_z,algo_roll,algo_pitch,algo_yaw
1570519635.501,31.507673110000002,120.40117867,728.4986477749878,-0.8722837298303642,-1.427293809309801,179.18573730775626,-2.4258815040044444,-53.81642658638976,-0.16217270360341796,-4.57743711398,51.0237183103,-0.176894350875,0.2741825414830908,5.330133701330582,179.50065489515862
1570519635.701,31.507665960000004,120.40117831,728.5559435545009,-0.7130412378714147,-1.219983501098724,179.159544769424,-3.2186622638641533,-53.850628803383714,-0.1631720617943777,-5.2796274081,50.9867692949,-0.17394583398,0.2078210108562354,5.639964926962632,179.471786298996
1570519635.901,31.507658630000005,120.40117798,728.8481520300177,-0.7117378334306298,-1.3805092195722624,179.14906811534968,-4.031401162044317,-53.881981321873766,-0.16827133430973662,-5.97823584018,50.9569853346,-0.177651118371,0.4030572532391148,5.45499802292747,179.53981203319083
1570519636.101,31.507650810000005,120.40117768,728.7163717371376,-0.8497083161077741,-1.3584463341843558,179.17348600783944,-4.898470511743923,-53.91048421961781,-0.165970485491441,-6.68932651356,50.9268355541,-0.179497932403,0.47149862643246326,5.546564428116696,179.56228391366434
1570519636.301,31.507643580000003,120.40117737,728.9054478095306,-0.826414251773863,-1.4726430438105262,179.20841247971168,-5.700121572733841,-53.93993678089232,-0.16926956821878125,-7.41622578218,50.8890071155,-0.185161775961,0.3184910412865835,5.569023065392266,179.50308472743023
1570519636.501,31.507635479999998,120.40117656,726.8714476368162,-0.8057212699109515,-1.2770705285176058,179.28699032719507,-6.598236601809921,-54.016886912423864,-0.13376804756300142,-8.15382571371,50.854872292,-0.191542869648,0.30821138083307487,5.649207003651226,179.4981911231611
1570519636.701,31.50762767,120.40117620000001,726.6766419864719,-0.9323684161915283,-1.3116837202523683,179.35744269839535,-7.464197125535505,-54.051089500516454,-0.13036679949474594,-8.89926480516,50.8266355828,-0.192271753905,0.4041092027526716,5.5250544208510926,179.48275270020687
1570519636.901,31.50761937,120.40117575,726.6537236746665,-0.8297847362325586,-1.3564381264898664,179.42535240907617,-8.384488049347947,-54.09384193721641,-0.1299652887386138,-9.65871267361,50.7974542498,-0.194580283919,0.2344959225426827,5.448053164318661,179.4035182980828
1570519637.101,31.50761136,120.40117535,727.0376053974041,-0.8643962686192185,-1.5279283610717744,179.507275840661,-9.27262425556252,-54.1318445317098,-0.13666373342080806,-10.4368376056,50.7722350741,-0.197990496099,0.2575097654362657,5.552402946823656,179.35198383601195
1570519637.301,31.50760375,120.40117496,726.7969631234492,-0.9231901986576847,-1.3328693196784724,179.56378910983838,-10.116409069209952,-54.16889686192236,-0.13246212998364015,-11.2203772761,50.7479660459,-0.191356659617,0.3499200892108089,5.694026557287692,179.28887579719114
